input,output,complexity,model,strategy,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
medium-5,5-b3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,b3,16618.6812,2256,56,12,True,15543,0,,1039,9981,5,stop,0.064155,
medium-6,6-b3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,b3,10670.7981,2086,47,15,True,6593,0,,999,2582,3,stop,0.03558625,
medium-7,7-b3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,b3,16376.0974,2877,87,14,True,10351,0,,1107,5319,4,stop,0.04895,
medium-8,8-b3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,b3,9192.5476,1455,52,9,True,9442,0,,771,4987,3,stop,0.041069375,
medium-9,9-b3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,b3,16609.5831,3563,78,27,True,9674,1924,,1338,1643,1,stop,0.044767875,
simple-1,1-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,2957.1817,546,27,3,True,15494,0,,150,11981,3,stop,0.050666875,
simple-10,10-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,17549.4394,2651,68,15,True,19521,0,,1587,11011,6,stop,0.08480625,
simple-2,2-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,1909.0166,389,13,5,True,2180,0,,101,721,2,stop,0.008325625,
simple-3,3-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,9056.6466,570,26,3,True,9597,0,,680,5782,3,stop,0.04018875,
simple-4,4-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,3133.5833,1319,37,11,True,5703,0,,402,1304,2,stop,0.02385,
simple-5,5-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,3186.1501,817,29,5,True,11478,0,,199,8006,3,stop,0.038851875,
simple-6,6-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,5672.756,940,31,5,True,2337,0,,254,638,2,stop,0.01111125,
simple-7,7-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,1145.2687,342,12,3,True,1657,0,,100,441,1,stop,0.00667625,
simple-8,8-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,10918.6294,1127,38,6,True,10725,0,,757,7476,2,stop,0.04486875,
simple-9,9-b3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,b3,9851.856,1428,37,12,True,4873,0,,382,992,2,stop,0.02095625,
hard-1,1-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,16566.6316,2178,57,21,True,9689,0,,1970,0,0,stop,0.043018,
hard-10,10-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,32815.6273,3117,68,20,True,27793,0,,4637,0,0,stop,0.11123,
hard-2,2-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,12327.1763,1769,66,13,True,15839,0,,1259,0,0,stop,0.046786,
hard-3,3-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,21701.9022,1729,64,14,True,39136,0,,2309,0,0,stop,0.10598,
hard-4,4-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,25687.2823,2934,107,17,True,19656,0,,3201,0,0,stop,0.077724,
hard-5,5-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,24997.73,3040,72,34,True,8334,0,,3205,0,0,stop,0.055128,
hard-6,6-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,14469.6786,660,28,3,True,6343,0,,1344,0,0,stop,0.028814,
hard-7,7-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,24817.6134,4002,104,36,True,15484,0,,3471,0,0,stop,0.07262,
hard-8,8-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,19398.0074,1839,52,23,True,5749,0,,2593,0,0,stop,0.042614,
hard-9,9-b1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b1,9630.837,3067,70,27,True,13271,0,,919,0,0,stop,0.03757,
medium-1,1-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,19089.1349,1781,45,16,True,6758,0,,2075,0,0,stop,0.038416,
medium-10,10-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,14788.497,930,27,10,True,3353,0,,1637,0,0,stop,0.02635,
medium-2,2-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,29962.5013,3639,94,36,True,15927,0,,3789,0,0,stop,0.077322,
medium-3,3-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,17743.9008,1573,35,14,True,2946,0,,1857,0,0,stop,0.028176,
medium-4,4-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,18939.2815,955,39,6,True,5030,0,,2108,0,0,stop,0.035356,
medium-5,5-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,15878.0732,1493,43,11,True,5998,0,,1877,0,0,stop,0.03452,
medium-6,6-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,20091.48,1910,49,20,True,4936,0,,2548,0,0,stop,0.040448,
medium-7,7-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,20442.8754,1690,40,14,True,5734,0,,2621,0,0,stop,0.04292,
medium-8,8-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,25797.0586,1446,51,9,True,5032,0,,3136,0,0,stop,0.047696,
medium-9,9-b1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b1,24610.5766,2897,72,27,True,9776,0,,3473,0,0,stop,0.061228,
simple-1,1-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,11105.0,501,25,3,True,3004,0,,975,0,0,stop,0.017708,
simple-10,10-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,21184.103,2286,67,19,True,9666,0,,2793,0,0,stop,0.052848,
simple-2,2-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,36054.9979,395,13,5,True,1647,0,,1470,0,0,stop,0.020934,
simple-3,3-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,6465.0645,412,19,3,True,4287,0,,917,0,0,stop,0.019578,
simple-4,4-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,16489.7532,1308,37,11,True,5323,0,,2429,0,0,stop,0.039794,
simple-5,5-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,11131.1347,850,37,5,True,3421,0,,1872,0,0,stop,0.029306,
simple-6,6-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,6187.6028,383,15,3,True,1947,0,,891,0,0,stop,0.014586,
simple-7,7-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,9721.1714,322,12,3,True,1352,0,,686,0,0,stop,0.010936,
simple-8,8-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,14300.5738,819,33,6,True,3027,0,,1407,0,0,stop,0.022938,
simple-9,9-b1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b1,16350.095,1375,37,12,True,4650,0,,1910,0,0,stop,0.03222,
hard-1,1-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,37184.7396,1890,51,13,True,63083,53784,,2757,46713,5,stop,0.0826078,
hard-10,10-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,37910.1419,3440,113,23,True,70924,43521,,4322,39206,3,stop,0.131694575,
hard-2,2-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,26570.642,1829,70,13,True,37683,22234,,2539,20668,1,stop,0.07415055,
hard-3,3-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,31010.0944,1959,68,17,True,96640,57894,,2671,51397,5,stop,0.14283305,
hard-4,4-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,17574.3911,2482,58,17,True,62787,43521,,2232,39206,3,stop,0.0740202,
hard-5,5-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,30689.7759,2268,69,22,True,44442,36498,,2935,31603,3,stop,0.07209435,
hard-6,6-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,15026.9802,489,26,2,True,26467,20514,,1445,17949,2,stop,0.04104155,
hard-7,7-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,100046.0987,3436,97,36,True,44270,29174,,5393,25693,5,stop,0.11168305,
hard-8,8-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,33544.6594,2256,61,31,True,31892,26531,,4142,23361,3,stop,0.075681325,
hard-9,9-b2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b2,26420.1999,3375,85,34,True,78161,65278,,4239,57675,8,stop,0.11416885,
medium-1,1-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,18141.763,1762,45,17,True,46640,40270,,1752,35276,5,stop,0.05691925,
medium-10,10-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,14265.142,1106,36,12,True,23180,20215,,1289,17281,3,stop,0.033021625,
medium-2,2-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,22585.0437,3644,101,39,True,23506,7967,,3734,7257,1,stop,0.080467025,
medium-3,3-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,14388.2201,1392,31,13,True,10441,7883,,1447,8094,1,stop,0.027012725,
medium-4,4-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,13900.8758,1131,51,5,True,27450,22808,,1940,18910,3,stop,0.0456786,
medium-5,5-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,23361.6006,1634,50,14,True,42302,36692,,2399,31756,5,stop,0.0611059,
medium-6,6-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,19036.1698,3878,65,25,True,17289,12741,,3037,11426,3,stop,0.052866075,
medium-7,7-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,21604.6977,1727,43,16,True,31264,25918,,2224,22490,4,stop,0.05228285,
medium-8,8-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,21818.3637,1473,51,9,True,30128,25484,,2347,22295,3,stop,0.0521053,
medium-9,9-b2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b2,20635.2742,2823,75,27,True,17355,7967,,3236,7257,1,stop,0.0592014,
simple-1,1-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,10984.9336,398,20,3,True,36677,34061,,871,29430,3,stop,0.035269075,
simple-10,10-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,20722.4419,2114,65,15,True,54445,45167,,2357,40224,6,stop,0.072811025,
simple-2,2-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,8359.5881,367,13,5,True,7111,5854,,931,4603,2,stop,0.01705205,
simple-3,3-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,10872.4177,364,14,3,True,22858,18961,,1257,16375,3,stop,0.033780575,
simple-4,4-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,11267.4191,1367,37,11,True,14588,9655,,1510,9167,2,stop,0.033537625,
simple-5,5-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,15510.6499,858,35,5,True,32473,29442,,1576,25384,3,stop,0.04190315,
simple-6,6-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,9838.9606,319,11,3,True,5427,3870,,894,3145,2,stop,0.01606725,
simple-7,7-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,8661.9513,322,12,3,True,4632,3668,,1011,3137,1,stop,0.0161691,
simple-8,8-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,19416.4157,938,33,7,True,27776,25137,,1821,21343,2,stop,0.041583775,
simple-9,9-b2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b2,12162.3471,1429,40,15,True,11616,7354,,1579,6386,2,stop,0.03170055,
hard-1,1-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,19978.4555,2092,73,13,True,22323,13024,,2268,11527,5,stop,0.0533028,
hard-10,10-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,38554.8184,4105,144,20,True,35456,8053,,3864,7071,3,stop,0.105804475,
hard-2,2-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,20034.5705,1796,70,13,True,18348,2899,,1599,2483,1,stop,0.051752925,
hard-3,3-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,79987.0794,1852,69,17,True,53149,14403,,3047,12942,5,stop,0.122337725,
hard-4,4-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,32712.8084,2201,57,12,True,27319,8053,,3586,7071,3,stop,0.0831746,
hard-5,5-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,19484.5574,2315,61,22,True,15735,7791,,2121,6819,3,stop,0.045819825,
hard-6,6-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,12050.6833,663,29,3,True,12570,6617,,1237,5721,2,stop,0.030554775,
hard-7,7-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,34139.9322,5007,129,60,True,21922,6828,,4298,5853,5,stop,0.0856901,
hard-8,8-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,19445.4072,1966,61,23,True,12235,6876,,2257,5970,3,stop,0.0417557,
hard-9,9-b3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,b3,30249.7969,3859,114,31,True,30397,17516,,3832,15478,8,stop,0.0818177,
medium-1,1-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,24179.8291,2021,60,19,True,21477,15109,,3019,13115,5,stop,0.057651675,
medium-10,10-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,20700.6745,1030,36,12,True,8491,5528,,2687,4603,3,stop,0.0413486,
medium-2,2-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,22631.8777,4042,98,36,True,17552,2015,,2767,1643,1,stop,0.065436625,
medium-3,3-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,12179.3988,1261,26,11,True,4638,2082,,1286,1814,1,stop,0.02174115,
medium-4,4-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,18142.477,1462,59,10,True,10203,5563,,1979,4538,3,stop,0.036226725,
medium-5,5-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,20241.0421,1419,36,13,True,17113,11505,,2301,9981,5,stop,0.045443375,
medium-6,6-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,25913.9416,3707,62,23,True,7534,2988,,3379,2582,3,stop,0.0513581,
medium-7,7-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,23915.2184,2328,60,21,True,11635,6291,,2856,5319,4,stop,0.048577325,
medium-8,8-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,17661.5484,1389,50,9,True,10563,5921,,2173,4987,3,stop,0.038764575,
medium-9,9-b3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,b3,19867.0502,2937,74,27,True,11401,2015,,2710,1643,1,stop,0.051695,
simple-1,1-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,12743.4025,433,23,3,True,16588,13974,,992,11981,3,stop,0.02516705,
simple-10,10-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,21270.7288,1973,62,14,True,21747,12471,,2600,11011,6,stop,0.056922825,
simple-2,2-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,12821.8484,336,13,5,True,2429,1174,,1281,721,2,stop,0.01855705,
simple-3,3-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,12151.6676,406,19,3,True,10630,6735,,1011,5782,3,stop,0.023794625,
simple-4,4-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,13526.1381,1360,37,11,True,6605,1674,,1116,1304,2,stop,0.02421655,
simple-5,5-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,15398.9956,852,38,5,True,12442,9413,,1623,8006,3,stop,0.030946475,
simple-6,6-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,8641.8574,304,11,3,True,2625,1070,,624,638,2,stop,0.01121325,
simple-7,7-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,7895.884,322,12,3,True,1839,0,,724,441,1,stop,0.012366,
simple-8,8-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,18676.1081,687,27,5,True,11580,8943,,1678,7476,2,stop,0.030552225,
simple-9,9-b3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,b3,14294.4205,1390,40,15,True,5690,1430,,1491,992,2,stop,0.02723425,
hard-1,1-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,308837.0049,2046,48,15,True,8112,0,,19540,0,0,stop,0.06869312,
hard-10,10-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,253539.8366,3172,72,21,True,22540,448,,13317,0,0,stop,0.05948944,
hard-2,2-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,167498.5301,1602,42,13,True,13056,448,,8173,0,0,stop,0.0358208,
hard-3,3-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,310926.9166,1708,61,10,True,31919,448,,19085,0,0,stop,0.08507508,
hard-4,4-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,431796.3982,3176,59,18,True,16062,448,,26987,0,0,stop,0.09831016,
hard-5,5-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,245095.6006,2612,58,24,True,6879,0,,12756,0,0,stop,0.04604724,
hard-6,6-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,439508.8756,1165,42,7,True,5360,448,,21444,0,0,stop,0.07243904,
hard-7,7-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,256672.1408,2178,68,13,True,12790,448,,13521,0,0,stop,0.05273224,
hard-8,8-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,346368.664,1612,44,19,True,4824,0,,16927,0,0,stop,0.05783264,
hard-9,9-b1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b1,247689.4426,2387,61,16,True,10904,448,,11037,0,0,stop,0.04335008,
medium-1,1-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,239545.6214,1717,41,15,True,5717,448,,12512,0,0,stop,0.04412796,
medium-10,10-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,158678.8864,1052,27,10,True,2885,448,,8851,0,0,stop,0.03026044,
medium-2,2-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,290478.3063,3346,82,33,True,12981,448,,16331,0,0,stop,0.0618694,
medium-3,3-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,266971.961,1559,34,15,True,2609,448,,12419,0,0,stop,0.04146828,
medium-4,4-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,222381.094,973,42,6,True,4155,0,,11586,0,0,stop,0.040233,
medium-5,5-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,190816.7074,1311,29,9,True,5084,448,,10348,0,0,stop,0.03672208,
medium-6,6-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,224869.2758,3426,52,21,True,4332,448,,12691,0,0,stop,0.04364816,
medium-7,7-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,184773.406,1498,40,14,True,4753,448,,8779,0,0,stop,0.03144972,
medium-8,8-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,159416.9548,1099,26,9,True,4167,448,,7748,0,0,stop,0.02770516,
medium-9,9-b1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b1,371691.1395,2860,72,27,True,8168,448,,16149,0,0,stop,0.05762912,
simple-1,1-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,92667.7747,394,14,3,True,2580,448,,4070,0,0,stop,0.01472944,
simple-10,10-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,458936.8536,1976,53,12,True,8058,448,,15700,0,0,stop,0.05610872,
simple-2,2-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,99620.2214,509,18,5,True,1438,448,,3771,0,0,stop,0.01290472,
simple-3,3-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,198161.7892,417,15,3,True,3610,448,,9294,0,0,stop,0.03222904,
simple-4,4-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,41044.3006,1191,37,11,True,4467,448,,2391,0,0,stop,0.01079076,
simple-5,5-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,102799.0754,760,35,5,True,2906,448,,5611,0,0,stop,0.0199084,
simple-6,6-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,76109.9253,429,17,4,True,1699,448,,4388,0,0,stop,0.01507748,
simple-7,7-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,31693.876,351,13,3,True,1203,448,,1705,0,0,stop,0.00611492,
simple-8,8-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,163554.769,770,28,6,True,2599,448,,8940,0,0,stop,0.03032788,
simple-9,9-b1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b1,173691.8266,1079,35,12,True,3908,448,,9780,0,0,stop,0.03401072,
hard-1,1-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,121570.1163,1930,47,15,True,55707,0,,15312,46713,5,stop,0.08842347,
hard-10,10-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,44676.3358,3023,67,20,True,59609,0,,11247,39206,3,stop,0.07709812,
hard-2,2-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,58867.1043,1647,42,13,True,31920,352,,10148,20668,1,stop,0.05517668,
hard-3,3-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,58122.6988,1412,41,10,True,81897,0,,12109,51397,5,stop,0.09452474,
hard-4,4-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,36168.304,2197,52,13,True,53131,14848,,8884,39206,3,stop,0.05740559,
hard-5,5-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,53868.2446,3002,75,32,True,40115,14848,,14633,31603,3,stop,0.06854928,
hard-6,6-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,28499.6324,575,27,3,True,23178,0,,5818,17949,2,stop,0.03490508,
hard-7,7-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,52762.3525,3464,88,33,True,39109,0,,13901,25693,5,stop,0.07282326,
hard-8,8-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,61192.2934,1764,57,26,True,28316,14848,,15545,23361,3,stop,0.06398985,
hard-9,9-b2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b2,74210.6965,3058,78,29,True,70026,352,,16659,57675,8,stop,0.10214809,
medium-1,1-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,27802.6934,1505,43,16,True,40652,14848,,7159,35276,5,stop,0.04341199,
medium-10,10-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,21694.1941,934,30,12,True,19861,16224,,5958,17281,3,stop,0.02511443,
medium-2,2-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,50325.5959,3912,98,45,True,20605,352,,14465,7257,1,stop,0.0625429,
medium-3,3-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,16044.6827,1238,27,10,True,10600,0,,4886,8094,1,stop,0.02355126,
medium-4,4-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,87734.9427,974,42,4,True,23099,0,,4336,18910,3,stop,0.03928805,
medium-5,5-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,157541.7514,1158,34,12,True,36635,384,,8223,31756,5,stop,0.06739189,
medium-6,6-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,155650.7652,3402,57,23,True,16279,384,,8281,11426,3,stop,0.04828569,
medium-7,7-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,168073.3278,1336,38,14,True,26731,18711,,7704,22490,4,stop,0.0281715568,
medium-8,8-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,145789.6423,1130,26,9,True,27153,16563,,9880,22295,3,stop,0.0355167944,
medium-9,9-b2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b2,127197.1548,2529,70,26,True,15791,10895,,8509,7257,1,stop,0.027492672,
simple-1,1-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,146961.0555,357,14,3,True,31957,20772,,6991,29430,3,stop,0.0285010236,
simple-10,10-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,189238.5187,2060,58,15,True,48512,30562,,11967,40224,6,stop,0.0474710856,
simple-2,2-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,154046.0522,383,13,5,True,6214,3728,,6673,4603,2,stop,0.0201621224,
simple-3,3-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,143544.9009,491,16,0,False,19925,11955,,6508,16375,3,stop,0.024151084,
simple-4,4-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,171651.2051,1087,23,10,False,14256,9266,,8097,9167,2,stop,0.0262555208,
simple-5,5-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,94014.415,632,20,5,True,28011,16806,,4506,25384,3,stop,0.0213232428,
simple-6,6-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,149157.0899,392,15,0,False,4746,3227,,6532,3145,2,stop,0.0190994116,
simple-7,7-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,66776.3095,370,13,0,False,4208,2693,,2809,3137,1,stop,0.0089121684,
simple-8,8-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,51539.0906,705,20,7,True,23903,0,,11288,21343,2,stop,0.0551113,
simple-9,9-b2-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b2,23349.37,1175,35,12,True,10019,0,,4039,6386,2,stop,0.0207459,
